ncescode,name,type,levelcode,rating,frpl,enrollment,white,black,hispanic,asian,multiracial,native_american,street,city,state,zip,county,fipscounty,lat,lon,districtid,districtname
62274013433,Mercey Springs Elementary,public,"e,m",,.87,,.142405,.0158228,.78797501,.031645522,.0063291099,.0158228,1900 S. Mercey Springs Rd,Los Banos,CA,,Merced,6047,37.078403,-120.83515,411,Los Banos Unified School District
62280003486,Los Gatos High School,public,h,9,.023,1821,.70350099,.00437637,.089715503,.10284465,.092997797,.00054704602,20 High School Court,Los Gatos,CA,,Santa Clara,6085,37.221218,-121.9771,639,Los Gatos-Saratoga Joint Union High School District
62280003487,Saratoga High School,public,h,9,.0060000001,1419,.313025,.00070028001,.045518201,.56232452,.0770308,.00140056,20300 Herriman Avenue,Saratoga,CA,,Santa Clara,6085,37.267326,-122.02871,639,Los Gatos-Saratoga Joint Union High School District
62280012578,Los Gatos-Saratoga Juhsd Adult Education Program,public,e,,,,,,,,,,,Los Gatos,CA,,Santa Clara,6085,37.239529,-121.97533,639,Los Gatos-Saratoga Joint Union High School District
62283003489,Blossom Hill Elementary School,public,e,10,.027000001,656,.64688402,.0074184001,.059347201,.16172068,.053412501,.0074184001,16400 Blossom Hill Road,Los Gatos,CA,,Santa Clara,6085,37.234768,-121.95624,640,Los Gatos Union Elementary School District
62283003490,Daves Avenue Elementary School,public,e,9,.034000002,577,.72041202,.0051457998,.060034301,.068610601,.042881601,,17770 Daves Avenue,Monte Sereno,CA,,Santa Clara,6085,37.240368,-121.98065,640,Los Gatos Union Elementary School District
62283003491,Lexington Elementary School,public,e,8,.039999999,171,.70860898,.0066225198,.145695,.046357598,.0331126,.0066225198,19700 Old Santa Cruz Highway,Los Gatos,CA,,Santa Clara,6085,37.179985,-121.99032,640,Los Gatos Union Elementary School District
62283003492,Louise Van Meter Elementary School,public,e,10,.048999999,634,.68036503,.00152207,.065448999,.13850822,.0350076,.0060882801,16445 Los Gatos Boulevard,Los Gatos,CA,,Santa Clara,6085,37.230206,-121.9657,640,Los Gatos Union Elementary School District
62283003495,Raymond J. Fisher Middle School,public,m,9,.039000001,1068,.713211,.0075250799,.0618729,.12040132,.062709004,.0108696,19195 Fisher Avenue,Los Gatos,CA,,Santa Clara,6085,37.233143,-121.96675,640,Los Gatos Union Elementary School District
62286003496,Los Molinos Elementary School,public,"e,m",8,.82200003,315,.48407599,.0095541403,.433121,.0063694301,.035031799,.0254777,7700 Stanford,Los Molinos,CA,,Tehama,6103,40.020489,-122.09501,928,Los Molinos Unified
62286003497,Los Molinos High School,public,h,5,.76200002,185,.49740899,.0051813498,.46632099,.0051813498,.020725399,,7900 Sherwood Boulevard,Los Molinos,CA,,Tehama,6103,40.021191,-122.0963,928,Los Molinos Unified
62286003498,Vina Elementary School,public,"e,m",8,.81699997,69,.62195098,,.32926801,,.036585402,.0121951,7th And D Streets,Vina,CA,,Tehama,6103,39.935097,-122.05348,928,Los Molinos Unified
62286007462,Los Molinos Community Day School,public,"m,h",,.5,7,.5,,.25,,.25,,25330 Magnolia Street,Los Molinos,CA,,Tehama,6103,40.026443,-122.09322,928,Los Molinos Unified
62289003499,Aeolian Elementary School,public,"e,m",4,.99400002,513,.048872199,.0112782,.93045098,.0037594,,.0018797,11600 Aeolian Street,Whittier,CA,,Los Angeles,6037,33.965836,-118.06788,291,Los Nietos
62289003500,Los Nietos Middle School,public,m,7,1,419,,.00259067,.96891201,.00259067,,.0103627,11425 East Rivera Road,Los Nietos,CA,,Los Angeles,6037,33.963402,-118.07506,291,Los Nietos
62289003501,Ada S. Nelson Elementary School,public,"e,m",5,.99599999,502,.0043290001,,.980519,.0064935,,.0043290001,8140 South Vicki Drive,Whittier,CA,,Los Angeles,6037,33.970715,-118.07569,291,Los Nietos
62289003502,Rancho Santa Gertrudes Elementary School,public,"e,m",6,.99800003,475,.016355099,.0093457904,.95794398,.01635514,,,11233 East Charlesworth Road,Santa Fe Springs,CA,,Los Angeles,6037,33.954418,-118.08133,291,Los Nietos
62292003504,Los Olivos Elementary School,public,"e,m",9,.082999997,226,.69756103,,.190244,.0097561004,.0146341,.0048780502,2540 Alamo Pintado Avenue,Los Olivos,CA,,Santa Barbara,6083,34.664249,-120.11075,568,Los Olivos Elementary
62292010662,Olive Grove School,charter,"e,m,h",5,.167,302,.49508199,.0032786899,.41967201,.01311476,.059016399,.0032786899,2540 Alamo Pintado Avenue,Los Olivos,CA,,Santa Barbara,6083,34.664249,-120.11075,568,Los Olivos Elementary
62295003505,Lost Hills Elementary School,public,e,2,.98299998,429,,.00240385,.990385,.0072115399,,,14821 Primary Court,Lost Hills,CA,,Kern,6029,35.614491,-119.70108,221,Lost Hills Union Elementary
62295007772,A. M. Thomas Middle School,public,m,5,.98000002,164,,,.98026299,.0197368,,,20979 Lobos Court,Lost Hills,CA,,Kern,6029,35.614616,-119.69968,221,Lost Hills Union Elementary
62301003507,Jordan Elementary School,public,"e,m",8,.47299999,452,.219512,.019512201,.69268298,.046341471,.0219512,,10654 Jordan Road,Whittier,CA,,Los Angeles,6037,33.938622,-117.98083,293,Lowell Joint
62301003509,Macy Elementary School,public,"e,m",8,.18799999,563,.33275899,.0068965498,.59655201,.03965519,.0155172,.00172414,2301 West Russell Street,La Habra,CA,,Los Angeles,6037,33.94508,-117.97149,293,Lowell Joint
62301003510,Meadow Green Elementary School,public,"e,m",9,.336,441,.276923,.0197802,.64615399,.0351648,.021978,,12025 South Grovedale Drive,Whittier,CA,,Los Angeles,6037,33.922142,-117.9884,293,Lowell Joint
62301003511,Olita Elementary School,public,"e,m",8,.37099999,501,.28631601,.0105263,.63578898,.046315782,.021052601,,950 South Briercliff Drive,La Habra,CA,,Los Angeles,6037,33.921005,-117.97377,293,Lowell Joint
62301003512,Rancho-Starbuck Intermediate School,public,m,8,.33899999,725,.317197,.011465,.60000002,.049681541,.0140127,.00127389,16430 Woodbrier Drive,Whittier,CA,,Los Angeles,6037,33.921124,-117.97978,293,Lowell Joint
62301005900,El Portal Elementary School,public,"e,m",8,.49599999,477,.25976601,.0058593801,.69335902,.03320317,.00195312,.00195312,200 North Nada Street,La Habra,CA,,Los Angeles,6037,33.933922,-117.96608,293,Lowell Joint
62304003514,Lucerne Elementary School,public,"e,m",3,.87400001,145,.557621,.063197002,.24163599,.029739739,.0780669,.029739801,3351 Country Club Drive,Lucerne,CA,,Lake,6033,39.083797,-122.78978,332,Lucerne Elementary
62308003516,Arroyo Grande High School,public,h,8,.40599999,2225,.597866,.0106679,.32374799,.041280221,.0236549,.0027829299,495 Valley Road,Arroyo Grande,CA,,San Luis Obispo,6079,35.10952,-120.58079,772,Lucia Mar Unified
62308003517,Branch Elementary School,public,"e,m",9,.229,301,.73065001,.0123839,.216718,.024767829,.0154799,,970 School Road,Arroyo Grande,CA,,San Luis Obispo,6079,35.141155,-120.52681,772,Lucia Mar Unified
62308003518,Dana Elementary School,public,"e,m",6,.68199998,607,.40381601,.0095389504,.53259099,.03020668,.0174881,.0063593001,920 West Tefft Street,Nipomo,CA,,San Luis Obispo,6079,35.029961,-120.49575,772,Lucia Mar Unified
62308003519,Grover Beach Elementary School,public,"e,m",4,.80900002,508,.29361701,.0063829799,.63617003,.025531881,.034042601,.00212766,365 South 10th Street,Grover Beach,CA,,San Luis Obispo,6079,35.118717,-120.61915,772,Lucia Mar Unified
62308003520,Grover Heights Elementary School,public,"e,m",7,.55699998,434,.56828201,.0110132,.334802,.0242291,.0528634,.0088105705,770 North Eighth Street And Ritchie Road,Grover Beach,CA,,San Luis Obispo,6079,35.128891,-120.61977,772,Lucia Mar Unified
62308003521,Harloe Elementary School,public,"e,m",7,.514,628,.60126603,.0094936704,.31170899,.028480981,.045886099,.0031645601,901 Fair Oaks Avenue,Arroyo Grande,CA,,San Luis Obispo,6079,35.112709,-120.59165,772,Lucia Mar Unified
62308003522,Judkins Middle School,public,m,7,.56800002,535,.51434398,.0122951,.39958999,.03278688,.036885198,.00204918,680 Wadsworth Street,Pismo Beach,CA,,San Luis Obispo,6079,35.146698,-120.63911,772,Lucia Mar Unified
62308003523,Lopez Continuation High School,public,h,3,.653,143,.4375,.0277778,.5,,.0277778,.0069444398,1055 Mesa View Drive,Arroyo Grande,CA,,San Luis Obispo,6079,35.06403,-120.5969,772,Lucia Mar Unified
62308003524,Nipomo Elementary School,public,"e,m",5,.71899998,434,.25669599,.0044642901,.67633897,.022321429,.03125,.00669643,190 East Price Street,Nipomo,CA,,San Luis Obispo,6079,35.041771,-120.47365,772,Lucia Mar Unified
62308003525,Fairgrove Elementary School,public,"e,m",5,.68400002,461,.35245901,.0122951,.58606601,.02049184,.0245902,.00409836,2101 The Pike,Grover Beach,CA,,San Luis Obispo,6079,35.106647,-120.60886,772,Lucia Mar Unified
62308003526,Ocean View Elementary School,public,"e,m",9,.259,560,.73424202,.0068143099,.14650799,.054514449,.049403701,.0085178902,1208 Linda Drive,Arroyo Grande,CA,,San Luis Obispo,6079,35.121983,-120.59778,772,Lucia Mar Unified
62308003527,Oceano Elementary School,public,"e,m",4,.91900003,460,.108108,.0098280096,.86486501,.0049140002,.012285,,1551 17th Street,Oceano,CA,,San Luis Obispo,6079,35.103767,-120.61241,772,Lucia Mar Unified
62308003528,Paulding Middle School,public,m,9,.39500001,656,.63399702,.0045941798,.30015299,.029096451,.0229709,.0061255698,600 Crown Hill Street,Arroyo Grande,CA,,San Luis Obispo,6079,35.126556,-120.57204,772,Lucia Mar Unified
62308003529,Shell Beach Elementary School,public,"e,m",9,.233,411,.74133903,.0069284099,.14549699,.050808351,.0438799,.0115473,2100 Shell Beach Road,Pismo Beach,CA,,San Luis Obispo,6079,35.159737,-120.67733,772,Lucia Mar Unified
62308009910,Mesa Middle School,public,m,6,.64300001,527,.37649399,.0039840601,.57968098,.023904391,.0119522,.0019920301,2555 Halcyon Road,Arroyo Grande,CA,,San Luis Obispo,6079,35.076195,-120.58081,772,Lucia Mar Unified
62308010656,Nipomo High School,public,h,7,.55900002,1117,.427481,.0085877897,.52576298,.019083988,.0152672,.0019084,525 North Thompson Road,Nipomo,CA,,San Luis Obispo,6079,35.052322,-120.48629,772,Lucia Mar Unified
62308011785,Lange (Dorothea) Elementary School,public,"e,m",5,.625,581,.42280701,.00526316,.51403499,.031578969,.021052601,.0035087699,1661 Via Alta Mesa,Nipomo,CA,,San Luis Obispo,6079,35.015053,-120.51681,772,Lucia Mar Unified
62308013014,Central Coast New Tech High School,public,h,,.308,,.72139299,.0049751201,.228856,.019900519,.0099502504,.0149254,525 N Thompson Rd,Nipomo,CA,,San Luis Obispo,6079,35.049931,-120.48658,772,Lucia Mar Unified
62313003530,Luther Burbank Elementary School,public,"e,m",4,.92900002,557,.0176678,.024735,.92932898,.02650178,.00176678,,4 Wabash Avenue,San Jose,CA,,Santa Clara,6085,37.323555,-121.92673,642,Luther Burbank
62316003531,Janie P. Abbott Elementary School,public,"e,m",5,.921,742,.0093209101,.043941401,.94141102,.0053262399,,,5260 East Clark Street,Lynwood,CA,,Los Angeles,6037,33.910454,-118.18785,295,Lynwood Unified
62316003533,Lincoln Elementary School,public,e,3,.93599999,571,.0054446501,.00725953,.98548102,.0018148799,,,11031 State Street,Lynwood,CA,,Los Angeles,6037,33.933022,-118.21616,295,Lynwood Unified
62316003534,Lindbergh Elementary School,public,"e,m",3,.94199997,970,.0034682101,.052023102,.93526,.00809249,,.00115607,3300 Cedar Avenue,Lynwood,CA,,Los Angeles,6037,33.919044,-118.21299,295,Lynwood Unified
62316003535,Lugo Elementary School,public,"e,m",1,.912,425,.0071089999,.035544999,.95260698,.0047393399,,,4345 Pendleton Avenue,Lynwood,CA,,Los Angeles,6037,33.932491,-118.1846,295,Lynwood Unified
62316003536,Lynwood High School,public,h,4,.89399999,2453,.0025895601,.067328401,.92619801,.0034527429,,.00043159301,4050 East Imperial Highway,Lynwood,CA,,Los Angeles,6037,33.929916,-118.19229,295,Lynwood Unified
62316003537,Will Rogers Elementary School,public,"e,m",5,.92900002,788,.0155148,.0366714,.92947799,.01833565,,,11220 Duncan Avenue,Lynwood,CA,,Los Angeles,6037,33.924248,-118.18301,295,Lynwood Unified
62316003538,Roosevelt Elementary School,public,"e,m",3,.92199999,529,.0052083302,.034722202,.95833302,.00173611,,,10835 Mallison Avenue,Lynwood,CA,,Los Angeles,6037,33.934322,-118.19989,295,Lynwood Unified
62316003539,Mark Twain Elementary School,public,"e,m",4,.88800001,676,.0119048,.068452403,.90476203,.014881,,,12315 Thorson Avenue,Lynwood,CA,,Los Angeles,6037,33.912567,-118.19763,295,Lynwood Unified
62316003540,Vista High (Continuation) School,public,h,1,.89700001,176,.0098522203,.088669904,.891626,.0098522203,,,11300 Wright Road,Lynwood,CA,,Los Angeles,6037,33.921238,-118.17979,295,Lynwood Unified
62316003541,Washington Elementary School,public,"e,m",6,.90799999,890,.0062189102,.0485075,.94402999,.00124378,,,4225 Sanborn Avenue,Lynwood,CA,,Los Angeles,6037,33.924267,-118.18957,295,Lynwood Unified
62316003542,Wilson Elementary School,public,"e,m",5,.94800001,695,.017291101,.040345799,.93804002,.0043227701,,,11700 School Street,Lynwood,CA,,Los Angeles,6037,33.921719,-118.20676,295,Lynwood Unified
62316007527,Lynwood Middle School,public,m,2,.94800001,984,.0101626,.078252003,.90650398,.0050813002,,,12124 Bullis Road,Lynwood,CA,,Los Angeles,6037,33.916538,-118.20428,295,Lynwood Unified
62316008031,Rosa Parks Elementary School,public,"e,m",5,.91100001,639,.0174326,.101426,.876387,.0031695699,.0015847899,,3900 Agnes Street,Lynwood,CA,,Los Angeles,6037,33.916634,-118.20177,295,Lynwood Unified
62316010900,Helen Keller Elementary School,public,"e,m",3,.95999998,666,.0179372,.065769799,.91180903,.0014947701,.0029895401,,3521 Palm Avenue,Lynwood,CA,,Los Angeles,6037,33.913399,-118.20702,295,Lynwood Unified
62316010901,Thurgood Marshall Elementary School,public,e,4,.94499999,666,.00151515,.018181801,.98030299,,,,3593 Martin Luther King Boulevard,Lynwood,CA,,Los Angeles,6037,33.933098,-118.20434,295,Lynwood Unified
62316010902,Cesar Chavez Middle School,public,m,2,.92799997,799,.0041666701,.0194444,.97500002,.00138889,,,3898 Abbott Road,Lynwood,CA,,Los Angeles,6037,33.935547,-118.20365,295,Lynwood Unified
62316010903,Marco Antonio Firebaugh High School,public,h,4,.93000001,1973,.00575314,.041841,.94822198,.0041841101,,,5246 Martin Luther King Boulevard,Lynwood,CA,,Los Angeles,6037,33.919655,-118.18332,295,Lynwood Unified
62316011670,Hosler Middle School,public,m,2,.94300002,768,.00294551,.041237101,.95287198,.0029455,,,11300 Spruce Street,Lynwood,CA,,Los Angeles,6037,33.926884,-118.20538,295,Lynwood Unified
62316012156,Pathway Independent Study School,public,h,2,.82999998,105,,.029999999,.94999999,.02,,,11300 Wright Road,Lynwood,CA,,Los Angeles,6037,33.921238,-118.17979,295,Lynwood Unified
62334003282,Lincoln Elementary School,public,"e,m",6,.648,810,.16440099,.0160692,.74660099,.05191597,.0148331,.0049443799,650 Liberty Lane,Madera,CA,,Madera,6039,36.961021,-120.1035,358,Madera Unified School District
62334003543,John Adams Elementary School,public,"e,m",4,.74000001,831,.17270499,.0241546,.75483102,.022946861,.0144928,.0084541095,1822 National Avenue,Madera,CA,,Madera,6039,36.95826,-120.08045,358,Madera Unified School District
62334003544,Dixieland Elementary School,public,"e,m",4,.88499999,294,.107914,.0143885,.84172702,.032374121,,.0035971201,18440 Road 19,Madera,CA,,Madera,6039,37.017513,-120.20238,358,Madera Unified School District
62334003546,Howard Elementary School,public,"e,m",5,.72600001,540,.17734,.0098522203,.79310298,.01477833,.00164204,.0032840699,13878 Road 21 1/2,Madera,CA,,Madera,6039,36.951065,-120.1561,358,Madera Unified School District
62334003547,La Vina Elementary School,public,"e,m",4,.95999998,364,.0255682,.0028409101,.965909,,,,8594 Road 23,Madera,CA,,Madera,6039,36.874523,-120.12851,358,Madera Unified School District
62334003548,Madera High School,public,h,6,.71100003,2160,.139825,.024919201,.79003203,.031841204,.0041532102,.00553761,200 South L Street,Madera,CA,,Madera,6039,36.956028,-120.06586,358,Madera Unified School District
62334003550,Millview Elementary School,public,"e,m",3,.97500002,878,.022446699,.031425402,.93602699,.0022446599,.003367,.0044893399,1609 Clinton Street,Madera,CA,,Madera,6039,36.970161,-120.04123,358,Madera Unified School District
62334003551,James Monroe Elementary School,public,"e,m",4,.96799999,800,.0047562402,.0083234198,.97384101,.0047562402,,.0083234198,1819 North Lake Street,Madera,CA,,Madera,6039,36.984867,-120.05612,358,Madera Unified School District
62334003553,Sierra Vista Elementary School,public,"e,m",2,.98299998,703,.0104712,.018324601,.95811498,.0104712,,.0026177999,917 Olive Avenue,Madera,CA,,Madera,6039,36.952747,-120.04578,358,Madera Unified School District
62334003555,Thomas Jefferson Middle School,public,m,4,.81599998,1016,.106565,.020932401,.83729798,.019980974,.0114177,.0028544201,1407 Sunset Avenue,Madera,CA,,Madera,6039,36.960159,-120.07419,358,Madera Unified School District
62334003556,George Washington Elementary School,public,"e,m",2,.99900001,705,.020987701,.0037036999,.971605,.0012345701,,.0024691401,509 South Street,Madera,CA,,Madera,6039,36.970394,-120.06192,358,Madera Unified School District
62334004611,Furman (Duane E.) High (Independent Study Program) School,public,"e,m,h",3,.70700002,191,.182927,.0304878,.75,.01219512,.0060975598,.018292701,955 West Pecan Avenue,Madera,CA,,Madera,6039,36.938251,-120.04733,358,Madera Unified School District
